u g r i z y J H K radio-5.5GHz radio-1.25GHz radio-3GHz radio-6GHz X-ray-1keV X-ray-5keV sample_times
23.74810272263609 21.99521457548473 20.633445610364017 19.63792579439516 18.99487047623657 18.700681813000536 18.624874276715104 18.5634284154142 18.515873232571586 inf inf inf inf inf inf 5.2
23.845738864611313 22.064294538641136 20.691303350613723 19.68743960090486 19.044314501136988 18.747889756322884 18.674295338797215 18.615157902485194 18.56595609031861 inf inf inf inf inf inf 5.300000000000001
23.943375006586535 22.133374501797544 20.749161090863424 19.73695340741456 19.093758526037405 18.795097699645233 18.723716400879333 18.66688738955619 18.616038948065633 inf inf inf inf inf inf 5.4
24.041011148561758 22.202454464953952 20.807018831113126 19.78646721392426 19.14320255093782 18.84230564296758 18.773137462961447 18.718616876627184 18.666121805812654 inf inf inf inf inf inf 5.5
24.138647290536976 22.271534428110357 20.864876571362828 19.835981020433962 19.192646575838236 18.88951358628993 18.82255852504356 18.770346363698177 18.71620466355968 inf inf inf inf inf inf 5.6000000000000005
24.234882529090356 22.340247709925382 20.919635083627927 19.885717750606098 19.241531188447365 18.9358137008619 18.867949441721827 18.818464197090826 18.764573737837104 inf inf inf inf inf inf 5.7
24.329678975595602 22.40858439318982 20.971210546647754 19.935683433601003 19.2898412589833 18.98118143368168 18.909201214281037 18.862872696555108 18.811182677911244 inf inf inf inf inf inf 5.800000000000001
24.424475422100848 22.476921076454257 21.02278600966758 19.98564911659591 19.338151329519235 19.02654916650146 18.950452986840247 18.90728119601939 18.857791617985388 inf inf inf inf inf inf 5.9
24.51927186860609 22.545257759718695 21.074361472687407 20.03561479959081 19.38646140005517 19.071916899321238 18.991704759399457 18.951689695483672 18.90440055805953 inf inf inf inf inf inf 6.0
24.61406831511134 22.613594442983135 21.12593693570723 20.085580482585712 19.4347714705911 19.117284632141022 19.032956531958668 18.996098194947955 18.951009498133672 inf inf inf inf inf inf 6.1000000000000005
24.70961361011594 22.681261830055156 21.176677715304443 20.13375744707025 19.482053246859454 19.16252997404819 19.075003257294426 19.03915694034082 18.995940411085762 inf inf inf inf inf inf 6.2
24.80608125679447 22.74810484949614 21.22639042092846 20.17973125896298 19.528068479975477 19.207624567889212 19.118029120633096 19.080553202697097 19.0388045092866 inf inf inf inf inf inf 6.300000000000001
24.902548903473 22.81494786893712 21.276103126552485 20.225705070855717 19.574083713091497 19.252719161730234 19.16105498397176 19.12194946505337 19.081668607487444 inf inf inf inf inf inf 6.4
24.99901655015153 22.881790888378102 21.325815832176506 20.271678882748454 19.62009894620752 19.297813755571255 19.20408084731043 19.16334572740964 19.12453270568828 inf inf inf inf inf inf 6.5
25.095484196830064 22.948633907819087 21.375528537800527 20.31765269464119 19.666114179323543 19.342908349412276 19.2471067106491 19.204741989765914 19.167396803889122 inf inf inf inf inf inf 6.6000000000000005
25.19336919223726 23.017105618696164 21.426349166953173 20.363414621590806 19.711110285997243 19.386776929134882 19.288216894033482 19.24445964092041 19.20816557465386 inf inf inf inf inf inf 6.7
25.293355127597426 23.0879915434078 21.47881207422626 20.40886247090135 19.754595738717907 19.428828184728175 19.32648745970654 19.281689082033175 19.245828435746546 inf inf inf inf inf inf 6.800000000000001
25.393341062957592 23.158877468119435 21.531274981499344 20.454310320211896 19.79808119143857 19.47087944032146 19.364758025379597 19.31891852314594 19.28349129683923 inf inf inf inf inf inf 6.9
25.49332699831776 23.229763392831074 21.583737888772426 20.49975816952244 19.841566644159233 19.51293069591475 19.403028591052653 19.356147964258696 19.321154157931915 inf inf inf inf inf inf 7.0
25.593312933677925 23.300649317542714 21.636200796045514 20.545206018832985 19.885052096879896 19.55498195150804 19.441299156725712 19.39337740537146 19.358817019024595 inf inf inf inf inf inf 7.1000000000000005
25.69338075174642 23.369839121405697 21.688046269399265 20.59005231962227 19.927679480492703 19.596058814053375 19.47808632611071 19.429630847183322 19.395868051505794 inf inf inf inf inf inf 7.2
25.793595657120587 23.435982154457026 21.73878263567198 20.633818048542032 19.96876549993074 19.63538535774618 19.512208845440753 19.46413108480308 19.431820045816053 inf inf inf inf inf inf 7.300000000000001
25.893810562494753 23.502125187508355 21.789519001944697 20.67758377746179 20.00985151936878 19.674711901438982 19.546331364770797 19.498631322422835 19.46777204012631 inf inf inf inf inf inf 7.4
25.994025467868923 23.568268220559688 21.840255368217413 20.721349506381554 20.05093753880682 19.714038445131788 19.58045388410084 19.53313156004259 19.503724034436566 inf inf inf inf inf inf 7.5
26.09424037324309 23.63441125361102 21.89099173449013 20.765115235301316 20.092023558244858 19.753364988824593 19.614576403430885 19.56763179766235 19.539676028746825 inf inf inf inf inf inf 7.6000000000000005
26.193171824422997 23.70299902737257 21.942408455139233 20.809304451522465 20.13270325708791 19.792254723521204 19.648255354095472 19.600182904986454 19.573231119008575 inf inf inf inf inf inf 7.7
26.289278029406677 23.776968367864896 21.99532282846856 20.854425883238918 20.172488529218604 19.83018291789913 19.68095788449477 19.628443424474717 19.601509944580823 inf inf inf inf inf inf 7.800000000000001
26.38538423439036 23.850937708357222 22.04823720179789 20.89954731495537 20.212273801349305 19.868111112277056 19.713660414894072 19.656703943962988 19.62978877015307 inf inf inf inf inf inf 7.9
26.481490439374042 23.924907048849548 22.10115157512722 20.944668746671823 20.252059073479998 19.906039306654982 19.74636294529337 19.68496446345125 19.65806759572532 inf inf inf inf inf inf 8.0
26.577596644357726 23.998876389341874 22.154065948456545 20.989790178388276 20.291844345610695 19.94396750103291 19.77906547569267 19.713224982939522 19.686346421297564 inf inf inf inf inf inf 8.1
26.673244097879753 24.069841371126074 22.206694761417 21.033595590640424 20.330803226650985 19.980785431632725 19.810850357651127 19.740993871159912 19.71503722304984 inf inf inf inf inf inf 8.200000000000001
26.767633008803234 24.1325641700912 22.258540165672052 21.073790624082328 20.367494979458975 20.014557455293453 19.840117755198506 19.767414014046253 19.744858243701636 inf inf inf inf inf inf 8.3
26.862021919726715 24.195286969056326 22.3103855699271 21.113985657524225 20.404186732266965 20.048329478954184 19.86938515274588 19.793834156932594 19.77467926435343 inf inf inf inf inf inf 8.4
26.956410830650192 24.258009768021452 22.362230974182147 21.15418069096613 20.44087848507495 20.08210150261491 19.898652550293257 19.820254299818934 19.80450028500523 inf inf inf inf inf inf 8.5
27.050799741573677 24.320732566986578 22.414076378437198 21.19437572440803 20.477570237882937 20.115873526275642 19.927919947840635 19.84667444270528 19.834321305657028 inf inf inf inf inf inf 8.6
27.145744452045868 24.386143773154203 22.466643085696262 21.235113222741333 20.514609611029584 20.149563232433962 19.956703969911665 19.872599703191028 19.863361481601594 inf inf inf inf inf inf 8.700000000000001
27.24263811846452 24.460982096015186 22.521739100116754 21.27775291796972 20.552867942931623 20.182964285630625 19.983792996887466 19.896789618623572 19.889663562599985 inf inf inf inf inf inf 8.8
27.33953178488317 24.535820418876174 22.576835114537246 21.32039261319811 20.591126274833663 20.216365338827288 20.010882023863267 19.920979534056116 19.915965643598376 inf inf inf inf inf inf 8.9
27.43642545130182 24.61065874173716 22.63193112895774 21.363032308426497 20.629384606735698 20.24976639202395 20.03797105083907 19.94516944948866 19.942267724596764 inf inf inf inf inf inf 9.0
27.53331911772047 24.685497064598145 22.68702714337823 21.40567200365489 20.667642938637734 20.283167445220613 20.06506007781487 19.969359364921203 19.968569805595155 inf inf inf inf inf inf 9.1
27.6274806016661 24.758001385139817 22.74111654852413 21.44799532187387 20.704852842872235 20.315924085328653 20.091398033384717 19.993074973756734 19.993869407208674 inf inf inf inf inf inf 9.200000000000001
27.708908432529643 24.81962781735579 22.79051453447734 21.48884412837162 20.737176428446876 20.345677363548134 20.11423553361612 20.014580021723596 20.01449683745922 inf inf inf inf inf inf 9.3
27.790336263393186 24.881254249571768 22.839912520430545 21.529692934869374 20.769500014021517 20.375430641767622 20.13707303384753 20.036085069690458 20.03512426770976 inf inf inf inf inf inf 9.4
27.871764094256733 24.94288068178774 22.889310506383758 21.57054174136713 20.801823599596155 20.405183919987103 20.159910534078932 20.05759011765732 20.05575169796031 inf inf inf inf inf inf 9.5
27.953191925120276 25.00450711400372 22.938708492336968 21.611390547864886 20.834147185170796 20.43493719820659 20.182748034310336 20.079095165624185 20.076379128210853 inf inf inf inf inf inf 9.600000000000001
28.03650209665841 25.06771673002012 22.98895147940756 21.652260177518627 20.86636818300264 20.464538006075504 20.20569492024446 20.100427842747617 20.09680524731383 inf inf inf inf inf inf 9.700000000000001
28.132252940749737 25.14138984582617 23.04477920592004 21.693267430541333 20.89791116301691 20.49313111447158 20.229364752735435 20.120621295048586 20.115900870772734 inf inf inf inf inf inf 9.8
28.228003784841064 25.21506296163222 23.10060693243252 21.73427468356404 20.929454143031187 20.52172422286766 20.253034585226413 20.140814747349552 20.134996494231633 inf inf inf inf inf inf 9.9
28.32375462893239 25.288736077438273 23.156434658945003 21.775281936586744 20.96099712304546 20.55031733126374 20.27670441771739 20.161008199650517 20.154092117690535 inf inf inf inf inf inf 10.0
28.41950547302372 25.362409193244325 23.212262385457482 21.816289189609453 20.99254010305973 20.57891043965982 20.300374250208364 20.181201651951486 20.173187741149437 inf inf inf inf inf inf 10.100000000000001
28.514761015420333 25.43545919929769 23.26720428217848 21.856996049236436 21.024273972167464 20.607319850856314 20.32359911300422 20.20104754514945 20.191985939771232 inf inf inf inf inf inf 10.200000000000001
28.604764714288237 25.501902171784927 23.312753440074665 21.89451774085724 21.058031899865874 20.633781461431163 20.342105818687536 20.217208157143226 20.207630446970796 inf inf inf inf inf inf 10.3
28.69476841315614 25.568345144272165 23.358302597970855 21.932039432478046 21.091789827564284 20.660243072006015 20.360612524370847 20.233368769137 20.223274954170364 inf inf inf inf inf inf 10.4
28.784772112024044 25.6347881167594 23.403851755867045 21.969561124098853 21.1255477552627 20.686704682580864 20.379119230054158 20.249529381130774 20.238919461369925 inf inf inf inf inf inf 10.5
28.874775810891947 25.701231089246637 23.449400913763235 22.007082815719656 21.15930568296111 20.713166293155716 20.397625935737473 20.265689993124546 20.254563968569492 inf inf inf inf inf inf 10.600000000000001
28.96441869062718 25.767712933420963 23.495239051567523 22.044550828398627 21.192797258623308 20.73953476379205 20.41617469359973 20.281793337367844 20.270096851443935 inf inf inf inf inf inf 10.700000000000001
29.04560982359187 25.83510529931123 23.547846190192143 22.08076147753392 21.22004986368205 20.763721545312613 20.43570847230871 20.296555254615363 20.283015071059346 inf inf inf inf inf inf 10.8
29.126800956556565 25.902497665201498 23.600453328816762 22.116972126669204 21.24730246874079 20.78790832683317 20.455242251017697 20.311317171862882 20.295933290674753 inf inf inf inf inf inf 10.9
29.207992089521255 25.969890031091765 23.653060467441378 22.153182775804495 21.27455507379953 20.812095108353727 20.474776029726684 20.326079089110404 20.30885151029016 inf inf inf inf inf inf 11.0
29.28918322248595 26.037282396982032 23.705667606065994 22.18939342493978 21.30180767885827 20.836281889874286 20.494309808435666 20.340841006357927 20.32176972990557 inf inf inf inf inf inf 11.100000000000001
29.370374355450643 26.1046747628723 23.75827474469061 22.225604074075072 21.329060283917013 20.860468671394845 20.513843587144656 20.355602923605446 20.33468794952098 inf inf inf inf inf inf 11.200000000000001
29.457785864066903 26.166519211321685 23.804309695075375 22.260773429159187 21.35765687222626 20.88520317236855 20.53299050927334 20.36900081115446 20.3471298192378 inf inf inf inf inf inf 11.3
29.54522420315552 26.228339729826345 23.850316297507426 22.29593829280858 21.386259257565705 20.909940035831667 20.5521357627657 20.382392815206536 20.359569634304954 inf inf inf inf inf inf 11.4
29.632662542244134 26.290160248331006 23.89632289993947 22.331103156457964 21.414861642905144 20.934676899294786 20.571281016258055 20.39578481925861 20.372009449372104 inf inf inf inf inf inf 11.5
29.720100881332748 26.35198076683567 23.942329502371518 22.366268020107352 21.443464028244584 20.959413762757904 20.590426269750417 20.409176823310684 20.384449264439255 inf inf inf inf inf inf 11.600000000000001
29.80753922042136 26.41380128534033 23.988336104803565 22.40143288375674 21.472066413584024 20.984150626221023 20.609571523242778 20.42256882736276 20.39688907950641 inf inf inf inf inf inf 11.700000000000001
29.887541371546135 26.485007405595148 24.037974380891768 22.438680066298616 21.50146735171341 21.009308613667482 20.626815285629448 20.434584475445916 20.4081313035079 inf inf inf inf inf inf 11.8
29.967155987865958 26.556702653795803 24.08780192061193 22.476035768292896 21.530909906192626 21.034488547869664 20.643959952352002 20.44652839513214 20.419311115394166 inf inf inf inf inf inf 11.9
30.046770604185777 26.628397901996454 24.137629460332093 22.513391470287182 21.560352460671844 21.059668482071842 20.661104619074557 20.458472314818366 20.43049092728043 inf inf inf inf inf inf 12.0
30.1263852205056 26.70009315019711 24.187457000052255 22.550747172281465 21.589795015151058 21.084848416274024 20.678249285797115 20.47041623450459 20.441670739166703 inf inf inf inf inf inf 12.100000000000001
30.205999836825423 26.771788398397764 24.237284539772418 22.588102874275748 21.619237569630272 21.110028350476206 20.69539395251967 20.482360154190815 20.45285055105297 inf inf inf inf inf inf 12.200000000000001
30.281729270187164 26.833807316402947 24.284340528653516 22.6210882538054 21.64643277105234 21.13274017732376 20.711058780275664 20.494189189989104 20.463319600435714 inf inf inf inf inf inf 12.3
30.3570519488769 26.894813182369823 24.331106353270883 22.653616087551534 21.6733926884825 21.15519360856721 20.726568678027082 20.506006198153518 20.473714237371965 inf inf inf inf inf inf 12.4
30.432374627566638 26.9558190483367 24.377872177888243 22.686143921297667 21.70035260591267 21.17764703981066 20.7420785757785 20.51782320631793 20.484108874308212 inf inf inf inf inf inf 12.5
30.50769730625637 27.016824914303577 24.42463800250561 22.7186717550438 21.72731252334283 21.200100471054114 20.75758847352992 20.529640214482345 20.494503511244467 inf inf inf inf inf inf 12.600000000000001
30.58301998494611 27.077830780270453 24.471403827122977 22.751199588789934 21.754272440772993 21.222553902297562 20.773098371281343 20.54145722264676 20.504898148180715 inf inf inf inf inf inf 12.700000000000001
30.65630881021217 27.141312429682458 24.51779557267733 22.786753179791365 21.782745212629052 21.24717039407248 20.791168914759712 20.553555443220162 20.514275620420474 inf inf inf inf inf inf 12.8
30.729266514712815 27.205197148115964 24.564126416426156 22.822799378100022 21.811464284198568 21.272139042128906 20.809656343232444 20.565699446477325 20.52348749353252 inf inf inf inf inf inf 12.9
30.802224219213464 27.26908186654947 24.610457260174982 22.85884557640868 21.840183355768083 21.297107690185328 20.828143771705175 20.577843449734488 20.532699366644565 inf inf inf inf inf inf 13.0
30.875181923714113 27.332966584982977 24.656788103923816 22.894891774717337 21.868902427337595 21.322076338241754 20.84663120017791 20.58998745299165 20.54191123975661 inf inf inf inf inf inf 13.100000000000001
30.94813962821476 27.39685130341648 24.703118947672642 22.930937973025998 21.897621498907114 21.34704498629818 20.86511862865064 20.602131456248813 20.55112311286866 inf inf inf inf inf inf 13.200000000000001
31.014816226340113 27.46304977823235 24.74684547491567 22.962814004087516 21.924593008489097 21.368909068017985 20.882293941955574 20.613881446176848 20.55898485576786 inf inf inf inf inf inf 13.3
31.080064698288933 27.52977432852893 24.78997986243813 22.993741870184092 21.95116717740045 21.390067268928398 20.899170921510716 20.625541849857548 20.566539621490833 inf inf inf inf inf inf 13.4
31.145313170237753 27.59649887882551 24.83311424996059 23.024669736280664 21.977741346311802 21.411225469838808 20.916047901065866 20.637202253538256 20.574094387213805 inf inf inf inf inf inf 13.5
31.210561642186576 27.66322342912209 24.87624863748305 23.05559760237724 22.00431551522315 21.432383670749218 20.93292488062101 20.648862657218956 20.581649152936777 inf inf inf inf inf inf 13.600000000000001
31.275810114135396 27.729947979418668 24.919383025005512 23.086525468473816 22.0308896841345 21.45354187165963 20.94980186017615 20.660523060899664 20.58920391865975 inf inf inf inf inf inf 13.700000000000001
31.35124287567937 27.792996971894258 24.9631082052827 23.119701150517237 22.055854558637215 21.47793426103449 20.967638842241257 20.67197670098858 20.59746168327198 inf inf inf inf inf inf 13.8
31.42972607373373 27.85494504754414 25.00701034201544 23.15355010680024 22.080337411259634 21.503295366634593 20.985763367848705 20.683368410473154 20.605930012740842 inf inf inf inf inf inf 13.9
31.508209271788086 27.916893123194022 25.050912478748184 23.187399063083248 22.104820263882054 21.528656472234694 21.003887893456152 20.69476011995773 20.614398342209704 inf inf inf inf inf inf 14.0
31.586692469842447 27.978841198843902 25.094814615480928 23.221248019366254 22.129303116504477 21.5540175778348 21.0220124190636 20.706151829442305 20.62286667167857 inf inf inf inf inf inf 14.100000000000001
31.665175667896804 28.040789274493786 25.138716752213668 23.25509697564926 22.1537859691269 21.579378683434904 21.040136944671048 20.717543538926883 20.631335001147434 inf inf inf inf inf inf 14.200000000000001
31.72524125614618 28.10175126024867 25.184629076448843 23.288032166992018 22.181287096102096 21.602712186375996 21.058415198590367 20.729304542139236 20.640359616724034 inf inf inf inf inf inf 14.3
31.778295396607646 28.162337848876227 25.23130666419358 23.320619494782626 22.209937257792344 21.62527379598626 21.076751975740642 20.74120613274149 20.649596006306105 inf inf inf inf inf inf 14.4
31.831349537069116 28.22292443750379 25.277984251938314 23.353206822573235 22.238587419482588 21.647835405596528 21.095088752890916 20.75310772334374 20.658832395888176 inf inf inf inf inf inf 14.5
31.884403677530585 28.28351102613135 25.324661839683053 23.385794150363846 22.267237581172836 21.670397015206795 21.113425530041194 20.765009313945992 20.668068785470247 inf inf inf inf inf inf 14.600000000000001
31.937457817992055 28.34409761475891 25.37133942742779 23.418381478154455 22.29588774286308 21.69295862481706 21.131762307191472 20.776910904548245 20.67730517505232 inf inf inf inf inf inf 14.700000000000001
32.0095219886441 28.40787186373425 25.413976165323504 23.450203630037613 22.322796418957324 21.715681977342637 21.14921151445175 20.787159307047926 20.6859446569244 inf inf inf inf inf inf 14.8
32.09057175717826 28.473152845407164 25.454702887744162 23.481664101116248 22.348881935428658 21.7384817819718 21.16624118812667 20.7966262860904 20.694301994444203 inf inf inf inf inf inf 14.9
32.171621525712425 28.53843382708008 25.49542961016482 23.513124572194883 22.37496745189999 21.761281586600965 21.18327086180158 20.806093265132873 20.702659331964014 inf inf inf inf inf inf 15.0
32.25267129424659 28.603714808752997 25.536156332585477 23.544585043273518 22.401052968371324 21.784081391230128 21.2003005354765 20.815560244175344 20.71101666948382 inf inf inf inf inf inf 15.100000000000001
32.33372106278075 28.66899579042591 25.576883055006135 23.576045514352153 22.42713848484266 21.80688119585929 21.217330209151413 20.825027223217816 20.719374007003626 inf inf inf inf inf inf 15.200000000000001
