luminosity_distance KNphi inclination_EM log10_mej_dyn log10_mej_wind Ebv KNtimeshift log_likelihood log_prior
41.474832955624635 38.9802360534668 1.210530859109617 -1.5738205909729004 -1.2888980209827423 9.454096555709838e-07 0.0 -138.7926525464447 3.277503188624106
43.300177820247356 36.859763860702515 1.1586495658302471 -1.525019645690918 -1.0162881314754486 7.318489551544189e-07 0.0 -137.3300274740274 3.6280783082399104
41.42431807453279 64.8966121673584 1.4620184495819306 -1.0565389394760132 -1.1703820824623108 9.036229252815246e-07 0.0 -137.19039308072462 3.926835691470446
39.817947501281694 46.71190023422241 0.7612124207769487 -2.8884496688842773 -1.0850990116596222 9.671133160591126e-07 0.0 -137.04074004420215 2.7655321624377436
40.45542096704605 72.95618176460266 0.9372727944593453 -2.010454297065735 -1.1001977622509003 3.255213499069214e-07 0.0 -136.7984228007482 5.917628006773317
38.47305235378562 23.928608894348145 0.3623461150043625 -1.9467108249664307 -1.5610271990299225 1.518368124961853e-07 0.0 -136.78828540941595 5.028037745839471
40.401144605591945 44.98581290245056 1.3274818602524263 -1.7375530004501343 -1.0461660027503967 8.748923540115356e-07 0.0 -136.53039188852696 4.425210099284813
39.402213770147675 44.21522226992715 0.5509343347803701 -1.7941208488331364 -1.5252206599082314 4.998631207222685e-07 0.0 -136.4863815564827 5.166070208698331
40.181778071396614 63.51678245274964 1.0538127767588912 -1.8511101875142786 -1.0547261335958225 7.387356887616441e-07 0.0 -136.4201611502304 5.069314001563104
41.04726511006806 74.9553420792119 0.8692745473467257 -2.0987588799955277 -1.0325046326403866 4.2778840469475636e-07 0.0 -136.09410768627347 5.5750786429972266
38.11841465730695 23.04094169414089 0.4554409122277736 -2.1680641127504154 -1.6005853952262616 1.7638135090840667e-07 0.0 -136.0410356123514 5.0453047571586325
38.11841465730695 23.04094169414089 0.4554409122277736 -2.1680641127504154 -1.6005853952262616 1.7638135090840667e-07 0.0 -136.0410356123514 5.0453047571586325
36.394622710690484 27.72814306958833 0.7808158058948883 -1.9443951630384912 -1.5924524007636305 5.555320455436922e-08 0.0 -136.0268464832545 4.328397493172632
37.7432262159943 20.186941623687744 1.0417321389074299 -2.1855688095092773 -1.5083413124084473 6.990650296211243e-07 0.0 -135.77173527965496 4.49544530440448
40.00960389600135 51.159153779329586 1.4652462746685562 -2.042862367892803 -1.020815229176219 4.443727076844285e-07 0.0 -135.40611205901254 5.962961482785972
40.00960389600135 51.159153779329586 1.4652462746685562 -2.042862367892803 -1.020815229176219 4.443727076844285e-07 0.0 -135.40611205901254 5.962961482785972
40.42988592837394 58.56441543936398 1.0492704709824106 -2.3093033296714816 -1.0781717385215845 6.737346779790332e-07 0.0 -135.27902645939494 5.267653861294569
40.42988592837394 58.56441543936398 1.0492704709824106 -2.3093033296714816 -1.0781717385215845 6.737346779790332e-07 0.0 -135.27902645939494 5.267653861294569
39.0401717484781 30.06224941595469 1.2740872524271063 -2.2153643894360773 -1.372907268074334 9.68706831379997e-07 0.0 -135.2740259653936 2.91822408337916
41.19922528911396 39.27713769475448 1.4397456332608853 -2.2517919957056525 -0.9698061710802599 8.79132491644891e-07 0.0 -135.15602670851254 4.233238644083212
41.19922528911396 39.27713769475448 1.4397456332608853 -2.2517919957056525 -0.9698061710802599 8.79132491644891e-07 0.0 -135.15602670851254 4.233238644083212
38.300274180358265 21.023318767547607 1.4043709556249668 -2.5897490978240967 -1.3296598494052887 9.469123482704162e-07 0.0 -134.84208150746056 3.202095213970784
38.300274180358265 21.023318767547607 1.4043709556249668 -2.5897490978240967 -1.3296598494052887 9.469123482704162e-07 0.0 -134.84208150746056 3.202095213970784
41.02968824336911 41.26556754112244 0.7824333865814015 -2.4057962894439697 -1.2192297279834747 8.611940741539001e-07 0.0 -134.6942531752989 4.083578805951602
40.19567367366067 48.90216399620547 0.14281032455888643 -2.454496237407575 -1.400972599872465 1.9354579323466936e-07 0.0 -134.6273142512754 4.3861058430951605
